signal_name,timestamp,id_can,priority,value,unit,min,max
ACT_DEVICETEMPERATURE B0,1763563450.657,0x18FF02EA,1,26.301436906180484,°C,-40,215
ACT_SPEED A13,1763563450.657,0x18FF01F7,1,0.37771220459830135,rpm,-32000,33535
ACT_TORQUE A13,1763563450.657,0x18FF01F7,1,0.37507893775515055,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563450.657,0x18FF01F7,1,25.650718453090214,°C,-40,215
ACT_SPEED B13,1763563450.657,0x18FF01F7,1,0.37771220459830135,rpm,-32000,33535
ACT_TORQUE B13,1763563450.657,0x18FF01F7,1,0.37507893775515055,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563450.657,0x18FF01F7,1,25.650718453090214,°C,-40,215
SYSTEMENABLE,1763563450.657,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563450.707,0x18FF01EA,1,0.6798819682769424,rpm,-32000,33535
ACT_TORQUE A0,1763563450.707,0x18FF01EA,1,0.637634194183756,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563450.707,0x18FF01EA,1,26.30317844575756,°C,-40,215
ACT_DCBUSPOWER A0,1763563450.707,0x18FF01EA,1,4.539909843777716e-05,kW,-160,167.675
ACT_SPEED B0,1763563450.707,0x18FF02EA,1,0.6798819682769424,rpm,-32000,33535
ACT_TORQUE B0,1763563450.707,0x18FF02EA,1,0.637634194183756,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563450.707,0x18FF02EA,1,26.30317844575756,°C,-40,215
ACT_SPEED A13,1763563450.707,0x18FF01F7,1,0.3399409841384712,rpm,-32000,33535
ACT_TORQUE A13,1763563450.707,0x18FF01F7,1,0.318817097091878,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563450.707,0x18FF01F7,1,25.65158922287875,°C,-40,215
ACT_SPEED B13,1763563450.707,0x18FF01F7,1,0.3399409841384712,rpm,-32000,33535
ACT_TORQUE B13,1763563450.707,0x18FF01F7,1,0.318817097091878,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563450.707,0x18FF01F7,1,25.65158922287875,°C,-40,215
SYSTEMENABLE,1763563450.707,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563450.757,0x18FF01EA,1,0.6118937714492482,rpm,-32000,33535
ACT_TORQUE A0,1763563450.757,0x18FF01EA,1,0.5419890650561926,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563450.757,0x18FF01EA,1,26.30491765073329,°C,-40,215
ACT_DCBUSPOWER A0,1763563450.757,0x18FF01EA,1,3.473031030489953e-05,kW,-160,167.675
ACT_SPEED B0,1763563450.757,0x18FF02EA,1,0.6118937714492482,rpm,-32000,33535
ACT_TORQUE B0,1763563450.757,0x18FF02EA,1,0.5419890650561926,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563450.757,0x18FF02EA,1,26.30491765073329,°C,-40,215
ACT_SPEED A13,1763563450.757,0x18FF01F7,1,0.3059468857246241,rpm,-32000,33535
ACT_TORQUE A13,1763563450.757,0x18FF01F7,1,0.2709945325280963,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563450.757,0x18FF01F7,1,25.65245882536662,°C,-40,215
ACT_SPEED B13,1763563450.757,0x18FF01F7,1,0.3059468857246241,rpm,-32000,33535
ACT_TORQUE B13,1763563450.757,0x18FF01F7,1,0.2709945325280963,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563450.757,0x18FF01F7,1,25.65245882536662,°C,-40,215
SYSTEMENABLE,1763563450.757,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563450.807,0x18FF01EA,1,0.5507043943043234,rpm,-32000,33535
ACT_TORQUE A0,1763563450.807,0x18FF01EA,1,0.4606907052977637,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563450.807,0x18FF01EA,1,26.30665009871716,°C,-40,215
ACT_DCBUSPOWER A0,1763563450.807,0x18FF01EA,1,2.656868738324814e-05,kW,-160,167.675
ACT_SPEED B0,1763563450.807,0x18FF02EA,1,0.5507043943043234,rpm,-32000,33535
ACT_TORQUE B0,1763563450.807,0x18FF02EA,1,0.4606907052977637,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563450.807,0x18FF02EA,1,26.30665009871716,°C,-40,215
ACT_SPEED A13,1763563450.807,0x18FF01F7,1,0.2753521971521617,rpm,-32000,33535
ACT_TORQUE A13,1763563450.807,0x18FF01F7,1,0.23034535264888184,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563450.807,0x18FF01F7,1,25.653325049358553,°C,-40,215
ACT_SPEED B13,1763563450.807,0x18FF01F7,1,0.2753521971521617,rpm,-32000,33535
ACT_TORQUE B13,1763563450.807,0x18FF01F7,1,0.23034535264888184,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563450.807,0x18FF01F7,1,25.653325049358553,°C,-40,215
SYSTEMENABLE,1763563450.807,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563450.857,0x18FF01EA,1,0.49563395487389106,rpm,-32000,33535
ACT_TORQUE A0,1763563450.857,0x18FF01EA,1,0.3915870995030991,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563450.857,0x18FF01EA,1,26.308378091372884,°C,-40,215
ACT_DCBUSPOWER A0,1763563450.857,0x18FF01EA,1,2.0325045848184826e-05,kW,-160,167.675
ACT_SPEED B0,1763563450.857,0x18FF02EA,1,0.49563395487389106,rpm,-32000,33535
ACT_TORQUE B0,1763563450.857,0x18FF02EA,1,0.3915870995030991,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563450.857,0x18FF02EA,1,26.308378091372884,°C,-40,215
ACT_SPEED A13,1763563450.857,0x18FF01F7,1,0.24781697743694553,rpm,-32000,33535
ACT_TORQUE A13,1763563450.857,0x18FF01F7,1,0.19579354975154956,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563450.857,0x18FF01F7,1,25.654189045686415,°C,-40,215
ACT_SPEED B13,1763563450.857,0x18FF01F7,1,0.24781697743694553,rpm,-32000,33535
ACT_TORQUE B13,1763563450.857,0x18FF01F7,1,0.19579354975154956,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563450.857,0x18FF01F7,1,25.654189045686415,°C,-40,215
SYSTEMENABLE,1763563450.857,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563450.907,0x18FF01EA,1,0.446070559386502,rpm,-32000,33535
ACT_TORQUE A0,1763563450.907,0x18FF01EA,1,0.33284903457763426,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563450.907,0x18FF01EA,1,26.31010459791175,°C,-40,215
ACT_DCBUSPOWER A0,1763563450.907,0x18FF01EA,1,1.5548660073861395e-05,kW,-160,167.675
ACT_SPEED B0,1763563450.907,0x18FF02EA,1,0.446070559386502,rpm,-32000,33535
ACT_TORQUE B0,1763563450.907,0x18FF02EA,1,0.33284903457763426,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563450.907,0x18FF02EA,1,26.31010459791175,°C,-40,215
ACT_SPEED A13,1763563450.907,0x18FF01F7,1,0.223035279693251,rpm,-32000,33535
ACT_TORQUE A13,1763563450.907,0x18FF01F7,1,0.16642451728881713,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563450.907,0x18FF01F7,1,25.655052298955848,°C,-40,215
ACT_SPEED B13,1763563450.907,0x18FF01F7,1,0.223035279693251,rpm,-32000,33535
ACT_TORQUE B13,1763563450.907,0x18FF01F7,1,0.16642451728881713,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563450.907,0x18FF01F7,1,25.655052298955848,°C,-40,215
SYSTEMENABLE,1763563450.907,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563450.957,0x18FF01EA,1,0.40146350344785176,rpm,-32000,33535
ACT_TORQUE A0,1763563450.957,0x18FF01EA,1,0.2829216793909891,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563450.957,0x18FF01EA,1,26.311826033587696,°C,-40,215
ACT_DCBUSPOWER A0,1763563450.957,0x18FF01EA,1,1.1894724956503965e-05,kW,-160,167.675
ACT_SPEED B0,1763563450.957,0x18FF02EA,1,0.40146350344785176,rpm,-32000,33535
ACT_TORQUE B0,1763563450.957,0x18FF02EA,1,0.2829216793909891,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563450.957,0x18FF02EA,1,26.311826033587696,°C,-40,215
ACT_SPEED A13,1763563450.957,0x18FF01F7,1,0.20073175172392588,rpm,-32000,33535
ACT_TORQUE A13,1763563450.957,0x18FF01F7,1,0.14146083969549456,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563450.957,0x18FF01F7,1,25.65591301679382,°C,-40,215
ACT_SPEED B13,1763563450.957,0x18FF01F7,1,0.20073175172392588,rpm,-32000,33535
ACT_TORQUE B13,1763563450.957,0x18FF01F7,1,0.14146083969549456,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563450.957,0x18FF01F7,1,25.65591301679382,°C,-40,215
SYSTEMENABLE,1763563450.957,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563451.007,0x18FF01EA,1,0.36131715310306656,rpm,-32000,33535
ACT_TORQUE A0,1763563451.007,0x18FF01EA,1,0.24048342748234075,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563451.007,0x18FF01EA,1,26.313541266925878,°C,-40,215
ACT_DCBUSPOWER A0,1763563451.007,0x18FF01EA,1,9.099464591725533e-06,kW,-160,167.675
ACT_SPEED B0,1763563451.007,0x18FF02EA,1,0.36131715310306656,rpm,-32000,33535
ACT_TORQUE B0,1763563451.007,0x18FF02EA,1,0.24048342748234075,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563451.007,0x18FF02EA,1,26.313541266925878,°C,-40,215
ACT_SPEED A13,1763563451.007,0x18FF01F7,1,0.18065857655153328,rpm,-32000,33535
ACT_TORQUE A13,1763563451.007,0x18FF01F7,1,0.12024171374117038,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563451.007,0x18FF01F7,1,25.656770633462916,°C,-40,215
ACT_SPEED B13,1763563451.007,0x18FF01F7,1,0.18065857655153328,rpm,-32000,33535
ACT_TORQUE B13,1763563451.007,0x18FF01F7,1,0.12024171374117038,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563451.007,0x18FF01F7,1,25.656770633462916,°C,-40,215
SYSTEMENABLE,1763563451.007,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563451.057,0x18FF01EA,1,0.3251854377927599,rpm,-32000,33535
ACT_TORQUE A0,1763563451.057,0x18FF01EA,1,0.20441091335998965,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563451.057,0x18FF01EA,1,26.315255023975656,°C,-40,215
ACT_DCBUSPOWER A0,1763563451.057,0x18FF01EA,1,6.961090412670033e-06,kW,-160,167.675
ACT_SPEED B0,1763563451.057,0x18FF02EA,1,0.3251854377927599,rpm,-32000,33535
ACT_TORQUE B0,1763563451.057,0x18FF02EA,1,0.20441091335998965,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563451.057,0x18FF02EA,1,26.315255023975656,°C,-40,215
ACT_SPEED A13,1763563451.057,0x18FF01F7,1,0.16259271889637994,rpm,-32000,33535
ACT_TORQUE A13,1763563451.057,0x18FF01F7,1,0.10220545667999482,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563451.057,0x18FF01F7,1,25.657627511987805,°C,-40,215
ACT_SPEED B13,1763563451.057,0x18FF01F7,1,0.16259271889637994,rpm,-32000,33535
ACT_TORQUE B13,1763563451.057,0x18FF01F7,1,0.10220545667999482,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563451.057,0x18FF01F7,1,25.657627511987805,°C,-40,215
SYSTEMENABLE,1763563451.057,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563451.107,0x18FF01EA,1,0.2926668940134839,rpm,-32000,33535
ACT_TORQUE A0,1763563451.107,0x18FF01EA,1,0.1737492763559912,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563451.107,0x18FF01EA,1,26.31696007952415,°C,-40,215
ACT_DCBUSPOWER A0,1763563451.107,0x18FF01EA,1,5.325234165692574e-06,kW,-160,167.675
ACT_SPEED B0,1763563451.107,0x18FF02EA,1,0.2926668940134839,rpm,-32000,33535
ACT_TORQUE B0,1763563451.107,0x18FF02EA,1,0.1737492763559912,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563451.107,0x18FF02EA,1,26.31696007952415,°C,-40,215
ACT_SPEED A13,1763563451.107,0x18FF01F7,1,0.14633344700674195,rpm,-32000,33535
ACT_TORQUE A13,1763563451.107,0x18FF01F7,1,0.0868746381779956,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563451.107,0x18FF01F7,1,25.658480039762054,°C,-40,215
ACT_SPEED B13,1763563451.107,0x18FF01F7,1,0.14633344700674195,rpm,-32000,33535
ACT_TORQUE B13,1763563451.107,0x18FF01F7,1,0.0868746381779956,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563451.107,0x18FF01F7,1,25.658480039762054,°C,-40,215
SYSTEMENABLE,1763563451.107,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563451.157,0x18FF01EA,1,0.2634002046121355,rpm,-32000,33535
ACT_TORQUE A0,1763563451.157,0x18FF01EA,1,0.14768688490259252,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563451.157,0x18FF01EA,1,26.318661973219015,°C,-40,215
ACT_DCBUSPOWER A0,1763563451.157,0x18FF01EA,1,4.0738041367548195e-06,kW,-160,167.675
ACT_SPEED B0,1763563451.157,0x18FF02EA,1,0.2634002046121355,rpm,-32000,33535
ACT_TORQUE B0,1763563451.157,0x18FF02EA,1,0.14768688490259252,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563451.157,0x18FF02EA,1,26.318661973219015,°C,-40,215
ACT_SPEED A13,1763563451.157,0x18FF01F7,1,0.13170010230606774,rpm,-32000,33535
ACT_TORQUE A13,1763563451.157,0x18FF01F7,1,0.07384344245129626,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563451.157,0x18FF01F7,1,25.659330986609486,°C,-40,215
ACT_SPEED B13,1763563451.157,0x18FF01F7,1,0.13170010230606774,rpm,-32000,33535
ACT_TORQUE B13,1763563451.157,0x18FF01F7,1,0.07384344245129626,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563451.157,0x18FF01F7,1,25.659330986609486,°C,-40,215
SYSTEMENABLE,1763563451.157,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563451.207,0x18FF01EA,1,0.23706018415092192,rpm,-32000,33535
ACT_TORQUE A0,1763563451.207,0x18FF01EA,1,0.12553385216720364,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563451.207,0x18FF01EA,1,26.320359010816237,°C,-40,215
ACT_DCBUSPOWER A0,1763563451.207,0x18FF01EA,1,3.1164601646174367e-06,kW,-160,167.675
ACT_SPEED B0,1763563451.207,0x18FF02EA,1,0.23706018415092192,rpm,-32000,33535
ACT_TORQUE B0,1763563451.207,0x18FF02EA,1,0.12553385216720364,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563451.207,0x18FF02EA,1,26.320359010816237,°C,-40,215
ACT_SPEED A13,1763563451.207,0x18FF01F7,1,0.11853009207546096,rpm,-32000,33535
ACT_TORQUE A13,1763563451.207,0x18FF01F7,1,0.06276692608360182,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563451.207,0x18FF01F7,1,25.6601795054081,°C,-40,215
ACT_SPEED B13,1763563451.207,0x18FF01F7,1,0.11853009207546096,rpm,-32000,33535
ACT_TORQUE B13,1763563451.207,0x18FF01F7,1,0.06276692608360182,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563451.207,0x18FF01F7,1,25.6601795054081,°C,-40,215
SYSTEMENABLE,1763563451.207,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563451.257,0x18FF01EA,1,0.21335416573582972,rpm,-32000,33535
ACT_TORQUE A0,1763563451.257,0x18FF01EA,1,0.1067037743421231,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563451.257,0x18FF01EA,1,26.322055477928515,°C,-40,215
ACT_DCBUSPOWER A0,1763563451.257,0x18FF01EA,1,2.384092025932339e-06,kW,-160,167.675
ACT_SPEED B0,1763563451.257,0x18FF02EA,1,0.21335416573582972,rpm,-32000,33535
ACT_TORQUE B0,1763563451.257,0x18FF02EA,1,0.1067037743421231,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563451.257,0x18FF02EA,1,26.322055477928515,°C,-40,215
ACT_SPEED A13,1763563451.257,0x18FF01F7,1,0.10667708286791486,rpm,-32000,33535
ACT_TORQUE A13,1763563451.257,0x18FF01F7,1,0.05335188717106155,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563451.257,0x18FF01F7,1,25.661027738964236,°C,-40,215
ACT_SPEED B13,1763563451.257,0x18FF01F7,1,0.10667708286791486,rpm,-32000,33535
ACT_TORQUE B13,1763563451.257,0x18FF01F7,1,0.05335188717106155,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563451.257,0x18FF01F7,1,25.661027738964236,°C,-40,215
SYSTEMENABLE,1763563451.257,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563451.307,0x18FF01EA,1,0.19201874916224673,rpm,-32000,33535
ACT_TORQUE A0,1763563451.307,0x18FF01EA,1,0.09069820819080462,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563451.307,0x18FF01EA,1,26.323744963868304,°C,-40,215
ACT_DCBUSPOWER A0,1763563451.307,0x18FF01EA,1,1.823830399838239e-06,kW,-160,167.675
ACT_SPEED B0,1763563451.307,0x18FF02EA,1,0.19201874916224673,rpm,-32000,33535
ACT_TORQUE B0,1763563451.307,0x18FF02EA,1,0.09069820819080462,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563451.307,0x18FF02EA,1,26.323744963868304,°C,-40,215
ACT_SPEED A13,1763563451.307,0x18FF01F7,1,0.09600937458112337,rpm,-32000,33535
ACT_TORQUE A13,1763563451.307,0x18FF01F7,1,0.04534910409540231,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563451.307,0x18FF01F7,1,25.661872481934132,°C,-40,215
ACT_SPEED B13,1763563451.307,0x18FF01F7,1,0.09600937458112337,rpm,-32000,33535
ACT_TORQUE B13,1763563451.307,0x18FF01F7,1,0.04534910409540231,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563451.307,0x18FF01F7,1,25.661872481934132,°C,-40,215
SYSTEMENABLE,1763563451.307,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563451.357,0x18FF01EA,1,0.17281687424602205,rpm,-32000,33535
ACT_TORQUE A0,1763563451.357,0x18FF01EA,1,0.07709347696218394,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563451.357,0x18FF01EA,1,26.325432407948025,°C,-40,215
ACT_DCBUSPOWER A0,1763563451.357,0x18FF01EA,1,1.395230255876253e-06,kW,-160,167.675
ACT_SPEED B0,1763563451.357,0x18FF02EA,1,0.17281687424602205,rpm,-32000,33535
ACT_TORQUE B0,1763563451.357,0x18FF02EA,1,0.07709347696218394,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563451.357,0x18FF02EA,1,26.325432407948025,°C,-40,215
ACT_SPEED A13,1763563451.357,0x18FF01F7,1,0.08640843712301102,rpm,-32000,33535
ACT_TORQUE A13,1763563451.357,0x18FF01F7,1,0.03854673848109197,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563451.357,0x18FF01F7,1,25.662716203973993,°C,-40,215
ACT_SPEED B13,1763563451.357,0x18FF01F7,1,0.08640843712301102,rpm,-32000,33535
ACT_TORQUE B13,1763563451.357,0x18FF01F7,1,0.03854673848109197,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563451.357,0x18FF01F7,1,25.662716203973993,°C,-40,215
SYSTEMENABLE,1763563451.357,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563451.407,0x18FF01EA,1,0.15553518682141984,rpm,-32000,33535
ACT_TORQUE A0,1763563451.407,0x18FF01EA,1,0.06552945541785635,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563451.407,0x18FF01EA,1,26.32711302737492,°C,-40,215
ACT_DCBUSPOWER A0,1763563451.407,0x18FF01EA,1,1.0673511457453336e-06,kW,-160,167.675
ACT_SPEED B0,1763563451.407,0x18FF02EA,1,0.15553518682141984,rpm,-32000,33535
ACT_TORQUE B0,1763563451.407,0x18FF02EA,1,0.06552945541785635,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563451.407,0x18FF02EA,1,26.32711302737492,°C,-40,215
ACT_SPEED A13,1763563451.407,0x18FF01F7,1,0.07776759341070992,rpm,-32000,33535
ACT_TORQUE A13,1763563451.407,0x18FF01F7,1,0.032764727708928174,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563451.407,0x18FF01F7,1,25.66355651368744,°C,-40,215
ACT_SPEED B13,1763563451.407,0x18FF01F7,1,0.07776759341070992,rpm,-32000,33535
ACT_TORQUE B13,1763563451.407,0x18FF01F7,1,0.032764727708928174,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563451.407,0x18FF01F7,1,25.66355651368744,°C,-40,215
SYSTEMENABLE,1763563451.407,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563451.457,0x18FF01EA,1,0.13998166813927787,rpm,-32000,33535
ACT_TORQUE A0,1763563451.457,0x18FF01EA,1,0.055700037105177895,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563451.457,0x18FF01EA,1,26.323776010339706,°C,-40,215
ACT_DCBUSPOWER A0,1763563451.457,0x18FF01EA,1,8.165236264951802e-07,kW,-160,167.675
ACT_SPEED B0,1763563451.457,0x18FF02EA,1,0.13998166813927787,rpm,-32000,33535
ACT_TORQUE B0,1763563451.457,0x18FF02EA,1,0.055700037105177895,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563451.457,0x18FF02EA,1,26.323776010339706,°C,-40,215
ACT_SPEED A13,1763563451.457,0x18FF01F7,1,0.06999083406963894,rpm,-32000,33535
ACT_TORQUE A13,1763563451.457,0x18FF01F7,1,0.027850018552588948,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563451.457,0x18FF01F7,1,25.661888005169832,°C,-40,215
ACT_SPEED B13,1763563451.457,0x18FF01F7,1,0.06999083406963894,rpm,-32000,33535
ACT_TORQUE B13,1763563451.457,0x18FF01F7,1,0.027850018552588948,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563451.457,0x18FF01F7,1,25.661888005169832,°C,-40,215
SYSTEMENABLE,1763563451.457,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563451.507,0x18FF01EA,1,0.12598350132535008,rpm,-32000,33535
ACT_TORQUE A0,1763563451.507,0x18FF01EA,1,0.047345031539401214,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563451.507,0x18FF01EA,1,26.320452355113552,°C,-40,215
ACT_DCBUSPOWER A0,1763563451.507,0x18FF01EA,1,6.246405742688128e-07,kW,-160,167.675
ACT_SPEED B0,1763563451.507,0x18FF02EA,1,0.12598350132535008,rpm,-32000,33535
ACT_TORQUE B0,1763563451.507,0x18FF02EA,1,0.047345031539401214,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563451.507,0x18FF02EA,1,26.320452355113552,°C,-40,215
ACT_SPEED A13,1763563451.507,0x18FF01F7,1,0.06299175066267504,rpm,-32000,33535
ACT_TORQUE A13,1763563451.507,0x18FF01F7,1,0.023672515769700607,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563451.507,0x18FF01F7,1,25.660226177556755,°C,-40,215
ACT_SPEED B13,1763563451.507,0x18FF01F7,1,0.06299175066267504,rpm,-32000,33535
ACT_TORQUE B13,1763563451.507,0x18FF01F7,1,0.023672515769700607,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563451.507,0x18FF01F7,1,25.660226177556755,°C,-40,215
SYSTEMENABLE,1763563451.507,0x18FF1080,1,0,state,0,3
ACT_SPEED A0,1763563451.557,0x18FF01EA,1,0.11338515119281507,rpm,-32000,33535
ACT_TORQUE A0,1763563451.557,0x18FF01EA,1,0.04024327680849103,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563451.557,0x18FF01EA,1,26.317133471504864,°C,-40,215
ACT_DCBUSPOWER A0,1763563451.557,0x18FF01EA,1,4.778500393156419e-07,kW,-160,167.675
ACT_SPEED B0,1763563451.557,0x18FF02EA,1,0.11338515119281507,rpm,-32000,33535
ACT_TORQUE B0,1763563451.557,0x18FF02EA,1,0.04024327680849103,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563451.557,0x18FF02EA,1,26.317133471504864,°C,-40,215
ACT_SPEED A13,1763563451.557,0x18FF01F7,1,0.056692575596407536,rpm,-32000,33535
ACT_TORQUE A13,1763563451.557,0x18FF01F7,1,0.020121638404245516,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563451.557,0x18FF01F7,1,25.65856673575241,°C,-40,215
ACT_SPEED B13,1763563451.557,0x18FF01F7,1,0.056692575596407536,rpm,-32000,33535
ACT_TORQUE B13,1763563451.557,0x18FF01F7,1,0.020121638404245516,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563451.557,0x18FF01F7,1,25.65856673575241,°C,-40,215
SYSTEMENABLE,1763563451.557,0x18FF1080,1,0,state,0,3
ACT_SPEED A0,1763563451.607,0x18FF01EA,1,0.10204663607353356,rpm,-32000,33535
ACT_TORQUE A0,1763563451.607,0x18FF01EA,1,0.03420678528721738,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563451.607,0x18FF01EA,1,26.31382727902858,°C,-40,215
ACT_DCBUSPOWER A0,1763563451.607,0x18FF01EA,1,3.6555528007646603e-07,kW,-160,167.675
ACT_SPEED B0,1763563451.607,0x18FF02EA,1,0.10204663607353356,rpm,-32000,33535
ACT_TORQUE B0,1763563451.607,0x18FF02EA,1,0.03420678528721738,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563451.607,0x18FF02EA,1,26.31382727902858,°C,-40,215
ACT_SPEED A13,1763563451.607,0x18FF01F7,1,0.05102331803676678,rpm,-32000,33535
ACT_TORQUE A13,1763563451.607,0x18FF01F7,1,0.01710339264360869,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563451.607,0x18FF01F7,1,25.65691363951427,°C,-40,215
ACT_SPEED B13,1763563451.607,0x18FF01F7,1,0.05102331803676678,rpm,-32000,33535
ACT_TORQUE B13,1763563451.607,0x18FF01F7,1,0.01710339264360869,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563451.607,0x18FF01F7,1,25.65691363951427,°C,-40,215
SYSTEMENABLE,1763563451.607,0x18FF1080,1,0,state,0,3
ACT_SPEED A0,1763563451.657,0x18FF01EA,1,0.0918419724661802,rpm,-32000,33535
ACT_TORQUE A0,1763563451.657,0x18FF01EA,1,0.02907576749413477,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563451.657,0x18FF01EA,1,26.31052028591977,°C,-40,215
ACT_DCBUSPOWER A0,1763563451.657,0x18FF01EA,1,2.796497892584965e-07,kW,-160,167.675
ACT_SPEED B0,1763563451.657,0x18FF02EA,1,0.0918419724661802,rpm,-32000,33535
